EAR,MAR,TIME
0.20328324701034337,1.40356688476182,23:51:19.202488
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.3121607577777578,0.1276142374915397,23:51:35.374816
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.3121607577777578,0.1276142374915397,23:51:35.374816
0.288107928441935,0.1,23:51:35.726875
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.3121607577777578,0.1276142374915397,23:51:35.374816
0.288107928441935,0.1,23:51:35.726875
0.33433722243417807,0.06666666666666667,23:51:36.121819
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.3121607577777578,0.1276142374915397,23:51:35.374816
0.288107928441935,0.1,23:51:35.726875
0.33433722243417807,0.06666666666666667,23:51:36.121819
0.36591716478978287,0.06666666666666667,23:51:36.542694
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
0.11674234741365568,0.1414213562373095,23:51:32.996175
0.33038505457105044,0.03333333333333333,23:51:33.363194
0.3467852961638274,0.03333333333333333,23:51:33.761130
0.3286536191926801,0.03333333333333333,23:51:34.180011
0.3352221572199604,0.0804737854124365,23:51:34.582933
0.3156215244534314,0.1,23:51:34.971894
0.3121607577777578,0.1276142374915397,23:51:35.374816
0.288107928441935,0.1,23:51:35.726875
0.33433722243417807,0.06666666666666667,23:51:36.121819
0.36591716478978287,0.06666666666666667,23:51:36.542694
0.3338582508494101,0.13333333333333333,23:51:36.932651
0.20328324701034337,1.40356688476182,23:51:19.202488
0.3384084288760927,0.42394490687449665,23:51:30.540742
0.35347697185296334,0.5426933852494596,23:51:30.990538
0.16671555023867368,0.9386881965798575,23:51:31.367530
0.37746493123986535,0.1,23:51:31.772448
0.3401130370509442,0.06666666666666667,23:51:32.190331
0.25968668233186804,0.06666666666666667,23:51:32.578293
